,Address,Country,Flipped_Lat,Flipped_Lng,Geocoded_Adr,Geocoded_Lat,Geocoded_Lng,ISO2,ISO3,Index,Latitude,Location,Longitude,Recorded_Lat,Recorded_Lng,Region,Type,geometry,ver_Index
217,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",India,,,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India",28.6128924,77.2294312,,IND,426.0,0.0,R&d (wadadhe).,0.0,28.6128924,77.22943120000001,Asia,Geocoded,,
218,"Ranchi, 834001, Jharkhand, India",India,,,"Ranchi, 834001, Jharkhand, India",23.3700354,85.3250132,,IND,428.0,0.0,Ranchi,0.0,23.3700354,85.3250132,Asia,Geocoded,,
219,"Bihar School of Yoga, 811201, Munger, Bihar, India",India,,,"Bihar School of Yoga, 811201, Munger, Bihar, India",25.3851063,86.46769912015446,,IND,429.0,0.0,Rau Pusa (bihar),0.0,25.3851063,86.46769912015446,Asia,Geocoded,,
220,"India, India",India,,,"India, India",22.3511148,78.6677428,,IND,430.0,0.0,Rayalkole,0.0,22.3511148,78.6677428,Asia,Geocoded,,
221,"Samastīpur, Bihar, India",India,,,"Samastīpur, Bihar, India",25.75,85.916667,,IND,431.0,0.0,Samastipur,0.0,25.75,85.916667,Asia,Geocoded,,
222,"Horticulture Research Station, 577432, Surani, Karnataka, India",India,,,"Horticulture Research Station, 577432, Surani, Karnataka, India",13.69846395,75.2334723654391,,IND,434.0,0.0,"Srinagar, K.d. Research Station",0.0,13.69846395,75.23347236543908,Asia,Geocoded,,
223,"Gowa, North Sulawesi, Indonesia",Indonesia,,,"Gowa, North Sulawesi, Indonesia",3.5490959,125.5386701,,IDN,441.0,0.0,Gowa S. Sulawesi,0.0,3.5490959,125.53867009999999,Asia,Geocoded,,
224,"Sungai Pandan Hulu, South Kalimantan, Indonesia",Indonesia,,,"Sungai Pandan Hulu, South Kalimantan, Indonesia",-2.4684359,115.213926,,IDN,442.0,0.0,Hulu Sungai Selatan,0.0,-2.4684359000000002,115.213926,Asia,Geocoded,,
225,"Indonesia, Indonesia",Indonesia,,,"Indonesia, Indonesia",-4.7993356,114.5632032,,IDN,443.0,0.0,Jambegede,0.0,-4.7993356,114.56320320000002,Asia,Geocoded,,
226,"Indonesia, Indonesia",Indonesia,,,"Indonesia, Indonesia",-4.7993356,114.5632032,,IDN,447.0,0.0,Naibonat,0.0,-4.7993356,114.56320320000002,Asia,Geocoded,,
227,"Natar, Lampung, Indonesia",Indonesia,,,"Natar, Lampung, Indonesia",-5.3188238,105.192809,,IDN,448.0,0.0,"Natar, Lampung",0.0,-5.3188238,105.19280900000001,Asia,Geocoded,,
228,"Probolinggo, 67214, East Java, Indonesia",Indonesia,,,"Probolinggo, 67214, East Java, Indonesia",-7.7441461,113.2158401,,IDN,449.0,0.0,Probolinggo,0.0,-7.744146099999999,113.21584009999998,Asia,Geocoded,,
229,"BRI Cabang Takalar, 01, jl. ince husain, 92261, jl. ince husain, Kalabbirang, South Sulawesi, Indonesia",Indonesia,,,"BRI Cabang Takalar, 01, jl. ince husain, 92261, jl. ince husain, Kalabbirang, South Sulawesi, Indonesia",-5.424416,119.4402163,,IDN,450.0,0.0,"Takalar, South Sulawesi",0.0,-5.424416000000001,119.44021629999999,Asia,Geocoded,,
230,"Yogyakarta, 55122, Special Region of Yogyakarta, Indonesia",Indonesia,,,"Yogyakarta, 55122, Special Region of Yogyakarta, Indonesia",-7.8011945,110.364917,,IDN,451.0,0.0,Yogyakarta,0.0,-7.801194500000001,110.36491699999999,Asia,Geocoded,,
231,"AI Malgayah, Wasit, Iraq",Iraq,,,"AI Malgayah, Wasit, Iraq",32.550943,45.597238,,IRQ,454.0,0.0,Ai - Latifyia,0.0,32.550943,45.597238,North Africa and Near East,Geocoded,,
232,"Tuwaitha Nuclear Research Center, 10001, Baghdad, Baghdad, Iraq",Iraq,,,"Tuwaitha Nuclear Research Center, 10001, Baghdad, Baghdad, Iraq",33.20876715,44.514783343618504,,IRQ,457.0,0.0,Tuwaitha Baghdad,0.0,33.20876715,44.51478334361849,North Africa and Near East,Geocoded,,
233,"АО Asia Central Cement, 101408, Aqtau, Karaganda Region, Kazakhstan",Kazakhstan,,,"АО Asia Central Cement, 101408, Aqtau, Karaganda Region, Kazakhstan",50.2376066,73.04586272134642,,KAZ,458.0,0.0,Central Asia,0.0,50.2376066,73.04586272134642,Asia,Geocoded,,
234,"Baobab Road, 80101, Mombasa, Mombasa, Kenya",Kenya,,,"Baobab Road, 80101, Mombasa, Mombasa, Kenya",-4.0165731,39.7258892,,KEN,460.0,0.0,Baobab,0.0,-4.0165731,39.725889200000005,Eastern and Southern Africa,Geocoded,,
235,"Kakuma I, Kakuma, Turkana, Kenya",Kenya,,,"Kakuma I, Kakuma, Turkana, Kenya",3.7326248499999997,34.8413908775106,,KEN,474.0,0.0,K.t.i,0.0,3.73262485,34.8413908775106,Eastern and Southern Africa,Geocoded,,
236,"Embu County, Kenya",Kenya,,,"Embu County, Kenya",-0.5359626500000001,37.66530196902043,,KEN,477.0,0.0,Kari - Embu,0.0,-0.5359626500000001,37.665301969020426,Eastern and Southern Africa,Geocoded,,
237,"Kenya, Kenya",Kenya,,,"Kenya, Kenya",1.4419683,38.4313975,,KEN,478.0,0.0,Karurina,0.0,1.4419683,38.431397499999996,Eastern and Southern Africa,Geocoded,,
