COUNT,Country,DAYLENGTH,ELEVATION,ELEV_M,EVAP,ElevM,GRIDCODE,ISO2,ISO3,Irrig_p,LATITUDEdec,LONGITUDEdec,Latitude,LatitudeMin,Location,LocationData,LocationID,LocationIDOld,Longitude,LongitudeMin,MAX_TEMP,MEANTEMP,MEANTEMPRange,MIN_TEMP,MegaEnviron,PRE,PolyCountry,PolyISO2,PolyISO3,Region,SITEID,START,Type,Z_M_RAIN,geometry,grlatitud,grlongitud,latitudNS,longitudEW,minlatitud,minlongitud,oldid,temp_lat,temp_lng
0.0,HONDURAS,,0.0,0.0,518.0,1860.0,0.0,HN,HND,0.0,0.0,0.0,14.25,14 15N,LA ESPERANZA,0.0,360,,-88.2,88 12W,23.860001,0.0,,13.32,Highland,1660.0,Honduras,HN,HND,Central America and Caribbean,0.0,6.0,Original,,POINT (-88.2 14.25),14.0,88.0,N,W,15.0,12.0,306.0,14.25,-88.2
0.0,HONDURAS,,0.0,0.0,608.0,591.0,0.0,HN,HND,5.0,0.0,0.0,14.4,14 24N,OMONITA,0.0,366,,-87.67,87 40W,29.639999,0.0,,20.120001,Wet Lower Mid-altitude,1389.0,Honduras,HN,HND,Central America and Caribbean,0.0,6.0,Original,,POINT (-87.67 14.4),14.0,87.0,N,W,24.0,40.0,308.0,14.4,-87.67
0.0,HONDURAS,12.3,0.0,0.0,599.0,593.0,0.0,HN,HND,2.0,0.0,0.0,14.5,14 30N,COMAYAGUA,0.0,353,,-87.65,87  39W,29.280001,24.6,,19.92,Wet Lower Mid-altitude,1406.0,Honduras,HN,HND,Central America and Caribbean,0.0,6.0,Original,,POINT (-87.65000000000001 14.5),14.0,87.0,N,W,30.0,39.0,304.0,14.5,-87.65
0.0,HONDURAS,,0.0,0.0,594.0,648.0,0.0,HN,HND,0.0,0.0,0.0,14.55,14 33N,LAS ACACIAS,0.0,361,,-86.43,86 26W,28.74,0.0,,20.040001,Wet Lower Mid-altitude,714.0,Honduras,HN,HND,Central America and Caribbean,0.0,6.0,Original,,POINT (-86.43000000000001 14.55),14.0,86.0,N,W,33.0,26.0,313.0,14.55,-86.43
0.0,HONDURAS,,0.0,0.0,0.0,0.0,0.0,HN,HND,,0.0,0.0,14.8473997116089,,"CATACAMAS, OLANCHO - - -  CATACAMA",0.0,1550,,-85.8921966552734,,0.0,0.0,,0.0,,0.0,Honduras,HN,HND,Central America and Caribbean,0.0,0.0,Original,,POINT (-85.89219665527339 14.8473997116089),0.0,0.0,,,0.0,0.0,,14.8473997116089,-85.8921966552734
0.0,HONDURAS,,0.0,0.0,569.0,637.0,0.0,HN,HND,0.0,0.0,0.0,15.07,15 04,"SANTA CRUZ, YORITO,Y",0.0,373,,-87.23,87 14,28.440001,0.0,,19.959999,Wet Lower Mid-altitude,1146.0,Honduras,HN,HND,Central America and Caribbean,0.0,6.0,Original,,POINT (-87.23 15.07),15.0,87.0,N,W,4.0,14.0,326.0,15.07,-87.23
0.0,HONDURAS,,0.0,0.0,513.0,1629.0,0.0,HN,HND,1.0,0.0,0.0,15.07,15 04,"HIGUERO QUMADO, YORI",0.0,358,,-87.33,87 20,24.039999,0.0,,14.8,Wet Upper Mid-altitude,1338.0,Honduras,HN,HND,Central America and Caribbean,0.0,6.0,Original,,POINT (-87.33 15.07),15.0,87.0,N,W,4.0,20.0,325.0,15.07,-87.33
0.0,INDIA,,0.0,0.0,669.0,302.0,0.0,IN,IND,40.0,0.0,0.0,21.2336,,RAIPUR,0.0,432,,81.63,,32.8,0.0,,24.0,Wet Lowland,1176.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (81.63 21.2336),0.0,0.0,,,0.0,0.0,2331.0,21.2336,81.63
0.0,INDIA,,0.0,0.0,571.554871,706.0,0.0,IN,IND,5.0,0.0,0.0,21.28,21 17N,JASHIPUR,0.0,406,,85.68,85 41E,29.355556,0.0,,22.199999,Wet Lowland,1225.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (85.68000000000001 21.28),21.0,85.0,N,E,17.0,41.0,1188.0,21.28,85.68
0.0,INDIA,,0.0,0.0,681.737793,140.0,0.0,IN,IND,0.0,0.0,0.0,22.75,22 45N,GODHRA,0.0,400,,73.67,73 40E,33.41111,0.0,,23.879999,Wet Lowland,997.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (73.67 22.75),22.0,73.0,N,E,45.0,40.0,1173.0,22.75,73.67
0.0,INDIA,,0.0,0.0,652.17688,426.0,0.0,IN,IND,6.0,0.0,0.0,22.82,22 49N,CHHINDWARA,0.0,392,,79.4,79 24E,31.74889,0.0,,22.860001,Wet Lowland,1197.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (79.40000000000001 22.82),22.0,79.0,N,E,49.0,24.0,1179.0,22.82,79.4
0.0,INDIA,,0.0,0.0,703.684448,228.0,0.0,IN,IND,2.0,0.0,0.0,23.55,23 33N,BANSWARA,0.0,388,,74.45,74 27E,33.766666,0.0,,24.02,Wet Lowland,901.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (74.45 23.55),23.0,74.0,N,E,33.0,27.0,1184.0,23.55,74.45
0.0,INDIA,,0.0,0.0,675.974243,598.0,0.0,IN,IND,1.0,0.0,0.0,24.58,24 35N,UDAIPUR,0.0,440,,73.68,73 41E,31.719999,0.0,,22.0,Dry Lowland,629.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (73.68000000000001 24.58),24.0,73.0,N,E,35.0,41.0,1178.0,24.58,73.68
0.0,INDIA,,0.0,0.0,642.0,119.0,0.0,IN,IND,62.0,0.0,0.0,24.73935,,AURANGABAD,0.0,382,,84.33655,,31.5599994659,0.0,,22.4200000763,Wet Lowland,1225.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (84.33655 24.73935),0.0,0.0,,,0.0,0.0,1861.0,24.73935,84.33655
0.0,INDIA,,0.0,0.0,728.644348,75.0,0.0,IN,IND,57.0,0.0,0.0,25.3,25 18N,VARANASI,0.0,442,,83.05,83  3E,34.59111,0.0,,25.66,Wet Lowland,1023.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (83.05 25.3),25.0,83.0,N,E,18.0,3.0,1171.0,25.3,83.05
0.0,INDIA,,0.0,0.0,623.0,523.0,0.0,IN,IND,0.0,0.0,0.0,25.36388,,UMIAM MEGHALAYA,0.0,441,,90.92285,,26.0799999237,0.0,,12.0599994659,Wet Lower Mid-altitude,412.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (90.92285 25.36388),0.0,0.0,,,0.0,0.0,1874.0,25.36388,90.92285
0.0,INDIA,,0.0,0.0,667.0,46.0,0.0,IN,IND,62.0,0.0,0.0,25.4169,,"BEGUSARAI, BIHAR",0.0,389,,86.13,,33.5,0.0,,25.6,Wet Lowland,975.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (86.13 25.4169),0.0,0.0,,,0.0,0.0,2351.0,25.4169,86.13
0.0,INDIA,12.6,0.0,0.0,656.610413,47.0,0.0,IN,IND,12.0,0.0,0.0,25.98,25 59N,DHOLI,0.0,396,,86.25,85 75E,33.084446,29.1,,25.039999,Wet Lowland,1115.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (86.25 25.98),25.0,85.0,N,E,59.0,75.0,1170.0,25.98,86.25
0.0,INDIA,12.6,0.0,0.0,748.31665,123.0,0.0,IN,IND,44.0,0.0,0.0,26.45,26 27 N,KANPUR,0.0,409,,80.67,80 40 E,34.773335,29.8,,24.9,Dry Lowland,832.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (80.67 26.45),26.0,80.0,N,E,27.0,40.0,1192.0,26.45,80.67
0.0,INDIA,,0.0,0.0,626.753052,97.0,0.0,IN,IND,9.0,0.0,0.0,26.77,26 46N,JORHAT,0.0,407,,94.27,94 16E,31.191111,0.0,,23.92,Wet Upper Mid-altitude,2016.0,India,IN,IND,Asia,0.0,5.0,Original,,POINT (94.27 26.77),26.0,94.0,N,E,46.0,16.0,1176.0,26.77,94.27
0.0,INDIA,,0.0,0.0,705.979126,126.0,0.0,IN,IND,24.0,0.0,0.0,27.72,27 43N,BAHRAICH,0.0,383,,81.6,81 36E,33.946667,0.0,,24.780001,Wet Lowland,1083.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (81.59999999999999 27.72),27.0,81.0,N,E,43.0,36.0,1183.0,27.72,81.6
0.0,INDIA,,0.0,0.0,809.320679,192.0,0.0,IN,IND,79.0,0.0,0.0,28.07,28  4N,DELHI,0.0,394,,77.17,77 10E,35.655556,0.0,,25.1,Dry Lowland,556.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (77.17 28.07),28.0,77.0,N,E,4.0,10.0,1164.0,28.07,77.17
0.0,INDIA,,0.0,0.0,814.317261,228.0,0.0,IN,IND,66.0,0.0,0.0,29.0,29 0 N,SONIPAT,0.0,437,,77.02,77 1 E,35.551113,0.0,,24.98,Dry Lowland,590.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (77.02 29),29.0,77.0,N,E,0.0,1.0,1198.0,29.0,77.02
0.0,INDIA,,0.0,0.0,687.747437,221.0,0.0,IN,IND,8.0,0.0,0.0,29.0,29  0N,PANTNAGAR,0.0,422,,79.45,79 27E,33.042221,0.0,,23.719999,Wet Lowland,1044.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (79.45 29),29.0,79.0,N,E,0.0,27.0,1168.0,29.0,79.45
0.0,INDIA,,0.0,0.0,495.309174,1336.0,0.0,IN,IND,2.0,0.0,0.0,29.6,29 36 N,ALMORA,0.0,377,,79.67,79 40 E,24.471111,0.0,,17.42,Wet Upper Mid-altitude,1085.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (79.67 29.6),29.0,79.0,N,E,36.0,40.0,1201.0,29.6,79.67
0.0,INDIA,,0.0,0.0,484.0,247.0,0.0,IN,IND,100.0,0.0,0.0,29.68805,,"WAHDAN, PAHALGAM, KASHMIR",0.0,443,,76.88232,,20.3600006104,0.0,,7.82000017166,Dry Lowland,737.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (76.88232000000001 29.68805),0.0,0.0,,,0.0,0.0,1731.0,29.68805,76.88232
0.0,INDIA,,0.0,0.0,517.0,247.0,0.0,IN,IND,100.0,0.0,0.0,29.68805,,PAHALGAM,0.0,421,,76.88232,,24.7800006866,0.0,,15.0600004196,Dry Lowland,1007.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (76.88232000000001 29.68805),0.0,0.0,,,0.0,0.0,1575.0,29.68805,76.88232
0.0,INDIA,,0.0,0.0,520.0,247.0,0.0,IN,IND,100.0,0.0,0.0,29.68805,,KANGRA (H.P.),0.0,408,,76.88232,,24.9799995422,0.0,,15.279999733,Dry Lowland,1006.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (76.88232000000001 29.68805),0.0,0.0,,,0.0,0.0,1551.0,29.68805,76.88232
0.0,INDIA,,0.0,0.0,793.897095,252.0,0.0,IN,IND,100.0,0.0,0.0,29.72,29 43 N,KARNAL,0.0,410,,76.97,76 58 E,35.104443,0.0,,23.799999,Dry Lowland,636.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (76.97 29.72),29.0,76.0,N,E,43.0,58.0,1196.0,29.72,76.97
0.0,INDIA,,0.0,0.0,807.183716,267.0,0.0,IN,IND,99.0,0.0,0.0,30.08,30  5N,DHAULAKUAN,0.0,395,,77.08,77  5E,35.331112,0.0,,23.76,Dry Lowland,688.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (77.08 30.08),30.0,77.0,N,E,5.0,5.0,1182.0,30.08,77.08
0.0,INDIA,,0.0,0.0,412.159668,2859.0,0.0,IN,IND,0.0,0.0,0.0,30.52,30 31N,AULI,0.0,381,,79.57,79 34E,18.768888,0.0,,13.5,Highland,733.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (79.56999999999999 30.52),30.0,79.0,N,E,31.0,34.0,1194.0,30.52,79.57
0.0,INDIA,12.7,0.0,0.0,868.545105,247.0,0.0,IN,IND,83.0,0.0,0.0,30.9,30 54N,LUDHIANA,0.0,415,,75.8,75 48E,36.711109,30.5,,24.280001,Dry Lowland,568.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (75.8 30.9),30.0,75.0,N,E,54.0,48.0,1166.0,30.9,75.8
0.0,INDIA,,0.0,0.0,286.705536,5499.0,0.0,IN,IND,0.0,0.0,0.0,32.55,32 33N,BAJAURA,0.0,385,,78.3,77 78E,5.297778,0.0,,-4.88,,617.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (78.3 32.55),32.0,77.0,N,E,33.0,78.0,1169.0,32.55,78.3
0.0,INDIA,,0.0,0.0,275.520996,1775.0,0.0,IN,IND,36.0,0.0,0.0,34.0,34 0 N,ANANTNAGAR,0.0,379,,74.7,74 42 E,8.436666,0.0,,-1.4,,375.0,India,IN,IND,Asia,0.0,12.0,Original,,POINT (74.7 34),34.0,74.0,N,E,0.0,42.0,1200.0,34.0,74.7
0.0,INDIA,,0.0,0.0,0.0,1777.0,0.0,IN,IND,17.0,0.0,0.0,34.1,34  6N,SRINAGAR,0.0,438,,74.9,74 54E,0.0,0.0,,0.0,,0.0,India,IN,IND,Asia,0.0,0.0,Original,,POINT (74.90000000000001 34.1),34.0,74.0,N,E,6.0,54.0,1187.0,34.1,74.9
0.0,INDIA,,0.0,0.0,596.785522,402.0,0.0,IN,IND,16.0,0.0,0.0,11.0,11  0N,COIMBATORE,0.0,393,,77.0,77  0E,30.842222,0.0,,21.780001,,409.0,India,IN,IND,Asia,0.0,7.0,Original,,POINT (77 11),11.0,77.0,N,E,0.0,0.0,1175.0,11.0,77.0
0.0,INDIA,,0.0,0.0,592.032471,917.0,0.0,IN,IND,11.0,0.0,0.0,12.97,12 58N,BANGALORE (2),0.0,387,,77.58,77 35E,28.98889,0.0,,19.48,Dry Lowland,654.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (77.58 12.97),12.0,77.0,N,E,58.0,35.0,1205.0,12.97,77.58
0.0,INDIA,,0.0,0.0,592.032471,917.0,0.0,IN,IND,11.0,0.0,0.0,12.97,12 58 N,BANGALORE,0.0,386,,77.58,77 35 E,28.98889,0.0,,19.48,Dry Lowland,654.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (77.58 12.97),12.0,77.0,N,E,58.0,35.0,1190.0,12.97,77.58
0.0,INDIA,,0.0,0.0,552.004395,709.0,0.0,IN,IND,1.0,0.0,0.0,14.0,14 0 N,KARNATAKA,0.0,411,,76.0,76 0 E,27.871111,0.0,,19.639999,Dry Mid-altitude,556.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (76 14),14.0,76.0,N,E,0.0,0.0,1186.0,14.0,76.0
0.0,INDIA,,0.0,0.0,651.141602,424.0,0.0,IN,IND,0.0,0.0,0.0,15.63,15 38 N,ADONI MANDAL,0.0,376,,77.27,77 16 E,31.753334,0.0,,21.960001,Dry Lowland,547.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (77.27 15.63),15.0,77.0,N,E,38.0,16.0,1195.0,15.63,77.27
0.0,INDIA,,0.0,0.0,553.365967,543.0,0.0,IN,IND,57.0,0.0,0.0,16.2,16 12N,ARABHAVI,0.0,380,,74.9,74 54E,28.682222,0.0,,20.82,Wet Lower Mid-altitude,1192.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (74.90000000000001 16.2),16.0,74.0,N,E,12.0,54.0,1185.0,16.2,74.9
0.0,INDIA,,0.0,0.0,552.196838,547.0,0.0,IN,IND,45.0,0.0,0.0,16.72,16 43N,KOLHAPUR,0.0,414,,74.23,74 14E,28.742222,0.0,,20.940001,Wet Lower Mid-altitude,996.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (74.23 16.72),16.0,74.0,N,E,43.0,14.0,1174.0,16.72,74.23
0.0,INDIA,12.4,0.0,0.0,646.636292,532.0,0.0,IN,IND,0.0,0.0,0.0,17.33,17 20N,HYDERABAD,0.0,402,,78.5,78 30E,31.48889,26.7,,22.0,Dry Lowland,656.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (78.5 17.33),17.0,78.0,N,E,20.0,30.0,1167.0,17.33,78.5
0.0,INDIA,,0.0,0.0,640.008301,613.0,0.0,IN,IND,33.0,0.0,0.0,17.68,17 41N,MEDCHAL,0.0,416,,78.45,78 27E,31.186666,0.0,,21.799999,Dry Lowland,708.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (78.45 17.68),17.0,78.0,N,E,41.0,27.0,1203.0,17.68,78.45
0.0,INDIA,,0.0,0.0,591.129517,563.0,0.0,IN,IND,55.0,0.0,0.0,18.57,18 34 N,PUNE,0.0,428,,73.97,73 58 E,29.948889,0.0,,21.24,Dry Mid-altitude,616.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (73.97 18.57),18.0,73.0,N,E,34.0,58.0,1197.0,18.57,73.97
0.0,INDIA,,0.0,0.0,674.065674,374.0,0.0,IN,IND,0.0,0.0,0.0,18.98,18 59N,P.R PALLY,0.0,420,,77.92,77 55E,32.613335,0.0,,23.200001,Wet Lowland,947.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (77.92 18.98),18.0,77.0,N,E,59.0,55.0,1206.0,18.98,77.92
0.0,INDIA,,0.0,0.0,662.254822,503.0,0.0,IN,IND,0.0,0.0,0.0,19.85,19 51N,JALNA,0.0,405,,75.88,75 53E,31.928888,0.0,,21.719999,Dry Lowland,665.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (75.88 19.85),19.0,75.0,N,E,51.0,53.0,1180.0,19.85,75.88
0.0,INDIA,,0.0,0.0,650.314453,600.0,0.0,IN,IND,2.0,0.0,0.0,19.87,19 52 N,ISSARWADI,0.0,404,,75.37,75 22 E,31.364445,0.0,,19.98,Dry Lowland,702.0,India,IN,IND,Asia,0.0,6.0,Original,,POINT (75.37 19.87),19.0,75.0,N,E,52.0,22.0,1199.0,19.87,75.37
0.0,IRAN,,0.0,0.0,505.0,1202.0,0.0,IR,IRN,0.0,0.0,0.0,32.54681,,SAFIABAD,0.0,458,,54.36035,,23.3799991608,0.0,,9.93999958038,,613.0,Iran (Islamic Republic of),IR,IRN,Asia,0.0,6.0,Original,,POINT (54.36035 32.54681),0.0,0.0,,,0.0,0.0,2421.0,32.54681,54.36035
429.0,COTE D'IVOIRE,11 to 12.5,360.0,313.0,527.0,365.0,12.0,CI,CIV,0.0,8.0,-5.03,7.68,7 41N,BOUAKE,0.0,225,,-5.03,5  2W,29.58,0.0,>= 24,20.559999,Wet Lower Mid-altitude,674.0,Cote d'Ivoire,CI,CIV,Western Africa,24.0,6.0,Original,>=200 and <600,POINT (-5.03 7.68),7.0,5.0,N,W,41.0,2.0,750.0,7.68,-5.03
0.0,COTE D'IVOIRE,11 to 12.5,0.0,0.0,540.0,293.0,0.0,CI,CIV,0.0,0.0,0.0,7.866666,7 52N,WARDA/ADRAO-MBE,0.0,229,,-5.1,5  6W,30.039999,0.0,>= 24,21.08,Dry Lowland,681.0,Cote d'Ivoire,CI,CIV,Western Africa,26.0,6.0,Original,>=200 and <600,POINT (-5.1 7.866666),7.0,5.0,N,W,52.0,6.0,755.0,7.866666,-5.1
0.0,COTE D'IVOIRE,,0.0,0.0,546.0,263.0,0.0,CI,CIV,0.0,0.0,0.0,8.0,8   N,BADIKAHA,0.0,224,,-5.0,5   W,30.1,0.0,,21.16,Dry Lowland,695.0,Cote d'Ivoire,CI,CIV,Western Africa,0.0,6.0,Original,,POINT (-5 8),8.0,5.0,N,W,0.0,0.0,756.0,8.0,-5.0
0.0,COTE D'IVOIRE,,89.0,0.0,576.0,484.0,0.0,CI,CIV,0.0,0.0,0.0,8.366666,8 22N,TOUBA,0.0,228,,-7.7,7 42W,29.879999,0.0,,20.219999,Wet Lower Mid-altitude,1060.0,Cote d'Ivoire,CI,CIV,Western Africa,0.0,6.0,Original,,POINT (-7.7 8.366666),8.0,7.0,N,W,22.0,42.0,757.0,8.366666,-7.7
429.0,COTE D'IVOIRE,,283.0,312.0,620.0,326.0,12.0,CI,CIV,0.0,10.0,-5.23,9.58,9 35N,FERKESSEDOUGOU,0.0,226,,-5.23,5 14W,30.66,0.0,,21.559999,Wet Lowland,984.0,Cote d'Ivoire,CI,CIV,Western Africa,0.0,6.0,Original,,POINT (-5.23 9.58),9.0,5.0,N,W,35.0,14.0,749.0,9.58,-5.23
429.0,COTE D'IVOIRE,,250.0,334.0,624.0,323.0,12.0,CI,CIV,0.0,10.0,-3.07,9.62,9 37N,SINEMATIALI,0.0,227,,-3.07,3  4W,30.620001,0.0,,22.02,Wet Lowland,826.0,Cote d'Ivoire,CI,CIV,Western Africa,0.0,5.0,Original,,POINT (-3.07 9.619999999999999),9.0,3.0,N,W,37.0,4.0,754.0,9.62,-3.07
0.0,IRAQ,,0.0,0.0,0.0,622.0,0.0,IQ,IRQ,0.0,0.0,0.0,33.03,33  2N,BAGHDAD,0.0,460,,40.28,40 17E,0.0,0.0,,0.0,,0.0,Iraq,IQ,IRQ,North Africa and Near East,0.0,0.0,Original,,POINT (40.28 33.03),33.0,40.0,N,E,2.0,17.0,679.0,33.03,40.28
0.0,KENYA,,0.0,0.0,539.0,385.0,0.0,KE,KEN,0.0,0.0,0.0,-4.174478,,KWALE,0.0,1096,,39.460461,,27.8400001526,0.0,,19.9799995422,Dry Mid-altitude,578.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,4.0,Original,,POINT (39.460461 -4.174478),0.0,0.0,,,0.0,0.0,0.0,-4.174478,39.460461
0.0,KENYA,,0.0,0.0,571.0,23.0,0.0,KE,KEN,0.0,0.0,0.0,-4.07,4  4S,MOMBASA,0.0,500,,39.67,39 40E,29.200001,0.0,,21.82,Wet Lower Mid-altitude,713.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,4.0,Original,,POINT (39.67 -4.07),4.0,39.0,S,E,4.0,40.0,915.0,-4.07,39.67
316.0,KENYA,11.8,30.0,24.0,576.0,23.0,13.0,KE,KEN,0.0,-4.0,39.75,-3.93,3 56S,MTWAPA,0.0,501,,39.75,39 44E,29.1,25.5,,22.0,Wet Lower Mid-altitude,733.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,4.0,Original,,POINT (39.75 -3.93),3.0,39.0,S,E,56.0,44.0,919.0,-3.93,39.75
0.0,KENYA,,0.0,0.0,590.0,21.0,0.0,KE,KEN,0.0,0.0,0.0,-3.615072,,KILIFI,0.0,1094,,39.85445,,28.8799991608,0.0,,22.2999992371,Wet Lower Mid-altitude,658.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,4.0,Original,,POINT (39.85445 -3.615072),0.0,0.0,,,0.0,0.0,0.0,-3.615072,39.85445
0.0,KENYA,,0.0,0.0,603.0,11.0,0.0,KE,KEN,0.0,0.0,0.0,-3.216433,,MALINDI,0.0,1097,,40.10925,,28.3400001526,0.0,,22.5200004578,Wet Lower Mid-altitude,716.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,4.0,Original,,POINT (40.10925 -3.216433),0.0,0.0,,,0.0,0.0,0.0,-3.216433,40.10925
0.0,KENYA,,0.0,0.0,695.0,991.0,0.0,KE,KEN,0.0,0.0,0.0,-2.278,,MAKINDU,0.0,497,,37.8251,,29.8199996948,0.0,,17.4400005341,Dry Mid-altitude,450.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,11.0,Original,,POINT (37.8251 -2.278),0.0,0.0,,,0.0,0.0,1939.0,-2.278,37.8251
720.0,KENYA,11 to 12.5,960.0,1066.0,701.0,990.0,22.0,KE,KEN,0.0,-2.0,37.73,-2.25,2  12 S,KIBOKO,1.0,487,,37.73,37 43 E,30.139999,0.0,>= 24,17.639999,Dry Lowland,434.0,Kenya,KE,KEN,Eastern and Southern Africa,86.0,11.0,Original,>= 600 and <2000,POINT (37.73 -2.25),2.0,37.0,S,E,12.0,43.0,935.0,-2.25,37.73
0.0,KENYA,,0.0,0.0,726.0,890.0,0.0,KE,KEN,0.0,0.0,0.0,-2.1361,,EMALI,0.0,473,,37.7856,,31.7799987793,0.0,,19.0799999237,Dry Lowland,406.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,11.0,Original,,POINT (37.7856 -2.1361),0.0,0.0,,,0.0,0.0,1936.0,-2.1361,37.7856
720.0,KENYA,,1154.0,1106.0,712.0,1137.0,22.0,KE,KEN,0.0,-2.0,37.67,-1.85,,KAMPIYAMAWE,0.0,481,,37.67,,29.52,0.0,,17.16,Dry Mid-altitude,489.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,11.0,Original,,POINT (37.67 -1.85),0.0,0.0,,,0.0,0.0,939.0,-1.85,37.67
0.0,KENYA,,0.0,0.0,698.0,1201.0,0.0,KE,KEN,0.0,0.0,0.0,-1.798,,MAKUENI,0.0,498,,37.623,,28.2800006866,0.0,,16.1200008392,Dry Mid-altitude,527.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,11.0,Original,,POINT (37.623 -1.798),0.0,0.0,,,0.0,0.0,1934.0,-1.798,37.623
720.0,KENYA,,1580.0,1639.0,685.0,1613.0,22.0,KE,KEN,0.0,-2.0,37.23,-1.6,1 35S,KATUMANI,0.0,484,,37.23,37 14E,26.959999,0.0,,14.76,Dry Mid-altitude,401.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,12.0,Original,,POINT (37.23 -1.6),1.0,37.0,S,E,35.0,14.0,920.0,-1.6,37.23
0.0,KENYA,,0.0,0.0,636.0,1619.0,0.0,KE,KEN,0.0,0.0,0.0,-1.5143,,MACHAKOS,0.0,496,,37.2628,,23.3999996185,0.0,,11.9799995422,Highland,510.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,12.0,Original,,POINT (37.2628 -1.5143),0.0,0.0,,,0.0,0.0,1938.0,-1.5143,37.2628
720.0,KENYA,,1125.0,1158.0,695.0,1143.0,22.0,KE,KEN,0.0,-1.0,38.01,-1.37,,KITUI,0.0,494,,38.01,,27.199999,0.0,,15.52,Dry Mid-altitude,577.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,11.0,Original,,POINT (38.01 -1.37),0.0,0.0,,,0.0,0.0,941.0,-1.37,38.01
0.0,KENYA,,0.0,0.0,590.0,1869.0,0.0,KE,KEN,0.0,0.0,0.0,-1.25,,NAIROBI,0.0,503,,36.73,,24.1399993896,0.0,,12.4799995422,Dry Mid-altitude,580.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,2.0,Original,,POINT (36.73 -1.25),0.0,0.0,,,0.0,0.0,1851.0,-1.25,36.73
309.0,KENYA,,2133.0,2187.0,545.0,2160.0,33.0,KE,KEN,0.0,-1.0,36.65,-1.183,,MUGUGA,0.0,502,,36.65,,21.799999,0.0,,10.24,Highland,653.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,2.0,Original,,POINT (36.65 -1.183),0.0,0.0,S,E,0.0,0.0,932.0,-1.183,36.65
0.0,KENYA,,0.0,0.0,727.0,1108.0,0.0,KE,KEN,0.0,0.0,0.0,-1.0333,,ITHOOKWE,0.0,478,,37.8333,,29.3199996948,0.0,,16.4599990845,Dry Mid-altitude,494.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,11.0,Original,,POINT (37.8333 -1.0333),0.0,0.0,,,0.0,0.0,1945.0,-1.0333,37.8333
0.0,KENYA,,0.0,0.0,728.0,1190.0,0.0,KE,KEN,2.0,0.0,0.0,-0.827636,,KIHARU,0.0,1093,,37.232997,,29.2199993134,0.0,,15.8200006485,Dry Mid-altitude,519.0,Kenya,KE,KEN,Eastern and Southern Africa,0.0,1.0,Original,,POINT (37.232997 -0.827636),0.0,0.0,,,0.0,0.0,0.0,-0.827636,37.232997
